Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
CM.橡膠製品製造業#生產總額(新台幣百萬元),2013,A,原始值,110625
CM.橡膠製品製造業#中間消費(新台幣百萬元),2013,A,原始值,69239
CM.橡膠製品製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,41386
CM.橡膠製品製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1517
CM.橡膠製品製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,3821
CM.橡膠製品製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,21577
CM.橡膠製品製造業#營業盈餘(新台幣百萬元),2013,A,原始值,14471
CN.塑膠製品製造業#生產總額(新台幣百萬元),2013,A,原始值,425482
CN.塑膠製品製造業#中間消費(新台幣百萬元),2013,A,原始值,328515
CN.塑膠製品製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,96967
CN.塑膠製品製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1316
CN.塑膠製品製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,12589
CN.塑膠製品製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,57012
CN.塑膠製品製造業#營業盈餘(新台幣百萬元),2013,A,原始值,26050
CO.非金屬礦物製品製造業#生產總額(新台幣百萬元),2013,A,原始值,420927
CO.非金屬礦物製品製造業#中間消費(新台幣百萬元),2013,A,原始值,296756
CO.非金屬礦物製品製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,124171
CO.非金屬礦物製品製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,5905
CO.非金屬礦物製品製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,21826
CO.非金屬礦物製品製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,59596
CO.非金屬礦物製品製造業#營業盈餘(新台幣百萬元),2013,A,原始值,36844
CP.基本金屬製造業#生產總額(新台幣百萬元),2013,A,原始值,1887212
CP.基本金屬製造業#中間消費(新台幣百萬元),2013,A,原始值,1663044
CP.基本金屬製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,224168
CP.基本金屬製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3104
CP.基本金屬製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,37599
CP.基本金屬製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,81479
CP.基本金屬製造業#營業盈餘(新台幣百萬元),2013,A,原始值,101986
CQ.金屬製品製造業#生產總額(新台幣百萬元),2013,A,原始值,850149
CQ.金屬製品製造業#中間消費(新台幣百萬元),2013,A,原始值,610210
CQ.金屬製品製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,239939
CQ.金屬製品製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3322
CQ.金屬製品製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,33850
CQ.金屬製品製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,161458
CQ.金屬製品製造業#營業盈餘(新台幣百萬元),2013,A,原始值,41309
CR.電子零組件製造業#生產總額(新台幣百萬元),2013,A,原始值,4381831
CR.電子零組件製造業#中間消費(新台幣百萬元),2013,A,原始值,2896964
CR.電子零組件製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,1484867
CR.電子零組件製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,4774
CR.電子零組件製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,687847
CR.電子零組件製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,402234
CR.電子零組件製造業#營業盈餘(新台幣百萬元),2013,A,原始值,390012
CS.電腦、電子產品及光學製品製造業#生產總額(新台幣百萬元),2013,A,原始值,1363748
CS.電腦、電子產品及光學製品製造業#中間消費(新台幣百萬元),2013,A,原始值,838107
CS.電腦、電子產品及光學製品製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,525641
CS.電腦、電子產品及光學製品製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,4007
CS.電腦、電子產品及光學製品製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,114916
CS.電腦、電子產品及光學製品製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,174214
CS.電腦、電子產品及光學製品製造業#營業盈餘(新台幣百萬元),2013,A,原始值,232504
CT.電力設備製造業#生產總額(新台幣百萬元),2013,A,原始值,523346
CT.電力設備製造業#中間消費(新台幣百萬元),2013,A,原始值,383065
CT.電力設備製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,140281
CT.電力設備製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3901
CT.電力設備製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,23033
CT.電力設備製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,75338
CT.電力設備製造業#營業盈餘(新台幣百萬元),2013,A,原始值,38009
CU.機械設備製造業#生產總額(新台幣百萬元),2013,A,原始值,929702
CU.機械設備製造業#中間消費(新台幣百萬元),2013,A,原始值,707445
CU.機械設備製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,222257
CU.機械設備製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,2898
CU.機械設備製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,21766
CU.機械設備製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,128272
CU.機械設備製造業#營業盈餘(新台幣百萬元),2013,A,原始值,69321
CV.汽車及其零件製造業#生產總額(新台幣百萬元),2013,A,原始值,491666
CV.汽車及其零件製造業#中間消費(新台幣百萬元),2013,A,原始值,374397
CV.汽車及其零件製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,117269
CV.汽車及其零件製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,28470
CV.汽車及其零件製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,21076
CV.汽車及其零件製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,53405
CV.汽車及其零件製造業#營業盈餘(新台幣百萬元),2013,A,原始值,14318
CW.其他運輸工具及其零件製造業#生產總額(新台幣百萬元),2013,A,原始值,355999
CW.其他運輸工具及其零件製造業#中間消費(新台幣百萬元),2013,A,原始值,273709
CW.其他運輸工具及其零件製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,82290
CW.其他運輸工具及其零件製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,4952
CW.其他運輸工具及其零件製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,12640
CW.其他運輸工具及其零件製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,46479
CW.其他運輸工具及其零件製造業#營業盈餘(新台幣百萬元),2013,A,原始值,18219
CX.家具製造業#生產總額(新台幣百萬元),2013,A,原始值,72331
CX.家具製造業#中間消費(新台幣百萬元),2013,A,原始值,55986
CX.家具製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,16345
CX.家具製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,152
CX.家具製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,1744
CX.家具製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,11772
CX.家具製造業#營業盈餘(新台幣百萬元),2013,A,原始值,2677
CY.其他製造業#生產總額(新台幣百萬元),2013,A,原始值,354540
CY.其他製造業#中間消費(新台幣百萬元),2013,A,原始值,249566
CY.其他製造業#國內生產毛額(新台幣百萬元),2013,A,原始值,104974
CY.其他製造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,915
CY.其他製造業#固定資本消耗(新台幣百萬元),2013,A,原始值,10532
CY.其他製造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,64320
CY.其他製造業#營業盈餘(新台幣百萬元),2013,A,原始值,29207
D.電力及燃氣供應業#生產總額(新台幣百萬元),2013,A,原始值,749317
D.電力及燃氣供應業#中間消費(新台幣百萬元),2013,A,原始值,547025
D.電力及燃氣供應業#國內生產毛額(新台幣百萬元),2013,A,原始值,202292
D.電力及燃氣供應業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,5543
D.電力及燃氣供應業#固定資本消耗(新台幣百萬元),2013,A,原始值,121440
D.電力及燃氣供應業#受僱人員報酬(新台幣百萬元),2013,A,原始值,42522
D.電力及燃氣供應業#營業盈餘(新台幣百萬元),2013,A,原始值,32787
DA.電力供應業#生產總額(新台幣百萬元),2013,A,原始值,625205
DA.電力供應業#中間消費(新台幣百萬元),2013,A,原始值,451027
DA.電力供應業#國內生產毛額(新台幣百萬元),2013,A,原始值,174178
DA.電力供應業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,5384
DA.電力供應業#固定資本消耗(新台幣百萬元),2013,A,原始值,119323
DA.電力供應業#受僱人員報酬(新台幣百萬元),2013,A,原始值,37619
DA.電力供應業#營業盈餘(新台幣百萬元),2013,A,原始值,11852
DB.氣體燃料供應業#生產總額(新台幣百萬元),2013,A,原始值,124112
DB.氣體燃料供應業#中間消費(新台幣百萬元),2013,A,原始值,95998
DB.氣體燃料供應業#國內生產毛額(新台幣百萬元),2013,A,原始值,28114
DB.氣體燃料供應業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,159
DB.氣體燃料供應業#固定資本消耗(新台幣百萬元),2013,A,原始值,2117
DB.氣體燃料供應業#受僱人員報酬(新台幣百萬元),2013,A,原始值,4903
DB.氣體燃料供應業#營業盈餘(新台幣百萬元),2013,A,原始值,20935
E.用水供應及污染整治業#生產總額(新台幣百萬元),2013,A,原始值,213854
E.用水供應及污染整治業#中間消費(新台幣百萬元),2013,A,原始值,113370
E.用水供應及污染整治業#國內生產毛額(新台幣百萬元),2013,A,原始值,100484
E.用水供應及污染整治業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,454
E.用水供應及污染整治業#固定資本消耗(新台幣百萬元),2013,A,原始值,15112
E.用水供應及污染整治業#受僱人員報酬(新台幣百萬元),2013,A,原始值,26575
E.用水供應及污染整治業#營業盈餘(新台幣百萬元),2013,A,原始值,58343
EA.用水供應業#生產總額(新台幣百萬元),2013,A,原始值,43922
EA.用水供應業#中間消費(新台幣百萬元),2013,A,原始值,21263
EA.用水供應業#國內生產毛額(新台幣百萬元),2013,A,原始值,22659
EA.用水供應業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,-363
EA.用水供應業#固定資本消耗(新台幣百萬元),2013,A,原始值,11203
EA.用水供應業#受僱人員報酬(新台幣百萬元),2013,A,原始值,10698
EA.用水供應業#營業盈餘(新台幣百萬元),2013,A,原始值,1121
EB.污染整治業#生產總額(新台幣百萬元),2013,A,原始值,169932
EB.污染整治業#中間消費(新台幣百萬元),2013,A,原始值,92107
EB.污染整治業#國內生產毛額(新台幣百萬元),2013,A,原始值,77825
EB.污染整治業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,817
EB.污染整治業#固定資本消耗(新台幣百萬元),2013,A,原始值,3909
EB.污染整治業#受僱人員報酬(新台幣百萬元),2013,A,原始值,15877
EB.污染整治業#營業盈餘(新台幣百萬元),2013,A,原始值,57222
F.營造業#生產總額(新台幣百萬元),2013,A,原始值,1412583
F.營造業#中間消費(新台幣百萬元),2013,A,原始值,1016671
F.營造業#國內生產毛額(新台幣百萬元),2013,A,原始值,395912
F.營造業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,4816
F.營造業#固定資本消耗(新台幣百萬元),2013,A,原始值,21054
F.營造業#受僱人員報酬(新台幣百萬元),2013,A,原始值,283798
F.營造業#營業盈餘(新台幣百萬元),2013,A,原始值,86244
G.批發及零售業#生產總額(新台幣百萬元),2013,A,原始值,3686761
G.批發及零售業#中間消費(新台幣百萬元),2013,A,原始值,1112657
G.批發及零售業#國內生產毛額(新台幣百萬元),2013,A,原始值,2574104
G.批發及零售業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,54579
G.批發及零售業#固定資本消耗(新台幣百萬元),2013,A,原始值,135771
G.批發及零售業#受僱人員報酬(新台幣百萬元),2013,A,原始值,1021030
G.批發及零售業#營業盈餘(新台幣百萬元),2013,A,原始值,1362724
GA.批發業#生產總額(新台幣百萬元),2013,A,原始值,2281399
GA.批發業#中間消費(新台幣百萬元),2013,A,原始值,685126
GA.批發業#國內生產毛額(新台幣百萬元),2013,A,原始值,1596273
GA.批發業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,35703
GA.批發業#固定資本消耗(新台幣百萬元),2013,A,原始值,77579
GA.批發業#受僱人員報酬(新台幣百萬元),2013,A,原始值,609192
GA.批發業#營業盈餘(新台幣百萬元),2013,A,原始值,873799
GB.零售業#生產總額(新台幣百萬元),2013,A,原始值,1405362
GB.零售業#中間消費(新台幣百萬元),2013,A,原始值,427531
GB.零售業#國內生產毛額(新台幣百萬元),2013,A,原始值,977831
GB.零售業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,18876
GB.零售業#固定資本消耗(新台幣百萬元),2013,A,原始值,58192
GB.零售業#受僱人員報酬(新台幣百萬元),2013,A,原始值,411838
GB.零售業#營業盈餘(新台幣百萬元),2013,A,原始值,488925
H.運輸及倉儲業#生產總額(新台幣百萬元),2013,A,原始值,1133546
H.運輸及倉儲業#中間消費(新台幣百萬元),2013,A,原始值,710808
H.運輸及倉儲業#國內生產毛額(新台幣百萬元),2013,A,原始值,422738
H.運輸及倉儲業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,6127
H.運輸及倉儲業#固定資本消耗(新台幣百萬元),2013,A,原始值,99034
H.運輸及倉儲業#受僱人員報酬(新台幣百萬元),2013,A,原始值,206296
H.運輸及倉儲業#營業盈餘(新台幣百萬元),2013,A,原始值,111281
HA.陸上運輸業#生產總額(新台幣百萬元),2013,A,原始值,384276
HA.陸上運輸業#中間消費(新台幣百萬元),2013,A,原始值,193598
HA.陸上運輸業#國內生產毛額(新台幣百萬元),2013,A,原始值,190678
HA.陸上運輸業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3266
HA.陸上運輸業#固定資本消耗(新台幣百萬元),2013,A,原始值,41739
HA.陸上運輸業#受僱人員報酬(新台幣百萬元),2013,A,原始值,77907
HA.陸上運輸業#營業盈餘(新台幣百萬元),2013,A,原始值,67766
HB.水上運輸業#生產總額(新台幣百萬元),2013,A,原始值,199049
HB.水上運輸業#中間消費(新台幣百萬元),2013,A,原始值,187110
HB.水上運輸業#國內生產毛額(新台幣百萬元),2013,A,原始值,11939
HB.水上運輸業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,338
HB.水上運輸業#固定資本消耗(新台幣百萬元),2013,A,原始值,9569
HB.水上運輸業#受僱人員報酬(新台幣百萬元),2013,A,原始值,8143
HB.水上運輸業#營業盈餘(新台幣百萬元),2013,A,原始值,-6111
HC.航空運輸業#生產總額(新台幣百萬元),2013,A,原始值,280935
HC.航空運輸業#中間消費(新台幣百萬元),2013,A,原始值,223807
HC.航空運輸業#國內生產毛額(新台幣百萬元),2013,A,原始值,57128
HC.航空運輸業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,360
HC.航空運輸業#固定資本消耗(新台幣百萬元),2013,A,原始值,32914
HC.航空運輸業#受僱人員報酬(新台幣百萬元),2013,A,原始值,26955
HC.航空運輸業#營業盈餘(新台幣百萬元),2013,A,原始值,-3101
HD.運輸輔助及倉儲業#生產總額(新台幣百萬元),2013,A,原始值,201288
HD.運輸輔助及倉儲業#中間消費(新台幣百萬元),2013,A,原始值,70468
HD.運輸輔助及倉儲業#國內生產毛額(新台幣百萬元),2013,A,原始值,130820
HD.運輸輔助及倉儲業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,2115
HD.運輸輔助及倉儲業#固定資本消耗(新台幣百萬元),2013,A,原始值,12674
HD.運輸輔助及倉儲業#受僱人員報酬(新台幣百萬元),2013,A,原始值,65477
HD.運輸輔助及倉儲業#營業盈餘(新台幣百萬元),2013,A,原始值,50554
HE.郵政及快遞業#生產總額(新台幣百萬元),2013,A,原始值,67998
HE.郵政及快遞業#中間消費(新台幣百萬元),2013,A,原始值,35825
HE.郵政及快遞業#國內生產毛額(新台幣百萬元),2013,A,原始值,32173
HE.郵政及快遞業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,48
HE.郵政及快遞業#固定資本消耗(新台幣百萬元),2013,A,原始值,2138
HE.郵政及快遞業#受僱人員報酬(新台幣百萬元),2013,A,原始值,27814
HE.郵政及快遞業#營業盈餘(新台幣百萬元),2013,A,原始值,2173
I.住宿及餐飲業#生產總額(新台幣百萬元),2013,A,原始值,735741
I.住宿及餐飲業#中間消費(新台幣百萬元),2013,A,原始值,363044
I.住宿及餐飲業#國內生產毛額(新台幣百萬元),2013,A,原始值,372697
I.住宿及餐飲業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,5177
I.住宿及餐飲業#固定資本消耗(新台幣百萬元),2013,A,原始值,26540
I.住宿及餐飲業#受僱人員報酬(新台幣百萬元),2013,A,原始值,217257
I.住宿及餐飲業#營業盈餘(新台幣百萬元),2013,A,原始值,123723
IA住宿服務業#生產總額(新台幣百萬元),2013,A,原始值,125174
IA住宿服務業#中間消費(新台幣百萬元),2013,A,原始值,61068
IA住宿服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,64106
IA住宿服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1644
IA住宿服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,5570
IA住宿服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,38203
IA住宿服務業#營業盈餘(新台幣百萬元),2013,A,原始值,18689
IB.餐飲業#生產總額(新台幣百萬元),2013,A,原始值,610567
IB.餐飲業#中間消費(新台幣百萬元),2013,A,原始值,301976
IB.餐飲業#國內生產毛額(新台幣百萬元),2013,A,原始值,308591
IB.餐飲業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3533
IB.餐飲業#固定資本消耗(新台幣百萬元),2013,A,原始值,20970
IB.餐飲業#受僱人員報酬(新台幣百萬元),2013,A,原始值,179054
IB.餐飲業#營業盈餘(新台幣百萬元),2013,A,原始值,105034
J.資訊及通訊傳播業#生產總額(新台幣百萬元),2013,A,原始值,881934
J.資訊及通訊傳播業#中間消費(新台幣百萬元),2013,A,原始值,414485
J.資訊及通訊傳播業#國內生產毛額(新台幣百萬元),2013,A,原始值,467449
J.資訊及通訊傳播業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,10720
J.資訊及通訊傳播業#固定資本消耗(新台幣百萬元),2013,A,原始值,98879
J.資訊及通訊傳播業#受僱人員報酬(新台幣百萬元),2013,A,原始值,195601
J.資訊及通訊傳播業#營業盈餘(新台幣百萬元),2013,A,原始值,162249
JA.傳播業#生產總額(新台幣百萬元),2013,A,原始值,290707
JA.傳播業#中間消費(新台幣百萬元),2013,A,原始值,176331
JA.傳播業#國內生產毛額(新台幣百萬元),2013,A,原始值,114376
JA.傳播業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1703
JA.傳播業#固定資本消耗(新台幣百萬元),2013,A,原始值,7503
JA.傳播業#受僱人員報酬(新台幣百萬元),2013,A,原始值,56114
JA.傳播業#營業盈餘(新台幣百萬元),2013,A,原始值,49056
JB.電信業#生產總額(新台幣百萬元),2013,A,原始值,383047
JB.電信業#中間消費(新台幣百萬元),2013,A,原始值,163868
JB.電信業#國內生產毛額(新台幣百萬元),2013,A,原始值,219179
JB.電信業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,7784
JB.電信業#固定資本消耗(新台幣百萬元),2013,A,原始值,75857
JB.電信業#受僱人員報酬(新台幣百萬元),2013,A,原始值,66351
JB.電信業#營業盈餘(新台幣百萬元),2013,A,原始值,69187
JC.資訊業#生產總額(新台幣百萬元),2013,A,原始值,208180
JC.資訊業#中間消費(新台幣百萬元),2013,A,原始值,74286
JC.資訊業#國內生產毛額(新台幣百萬元),2013,A,原始值,133894
JC.資訊業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1233
JC.資訊業#固定資本消耗(新台幣百萬元),2013,A,原始值,15519
JC.資訊業#受僱人員報酬(新台幣百萬元),2013,A,原始值,73136
JC.資訊業#營業盈餘(新台幣百萬元),2013,A,原始值,44006
K.金融及保險業#生產總額(新台幣百萬元),2013,A,原始值,1411018
K.金融及保險業#中間消費(新台幣百萬元),2013,A,原始值,438498
K.金融及保險業#國內生產毛額(新台幣百萬元),2013,A,原始值,972520
K.金融及保險業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,31904
K.金融及保險業#固定資本消耗(新台幣百萬元),2013,A,原始值,92414
K.金融及保險業#受僱人員報酬(新台幣百萬元),2013,A,原始值,477809
K.金融及保險業#營業盈餘(新台幣百萬元),2013,A,原始值,370393
KA.金融中介業#生產總額(新台幣百萬元),2013,A,原始值,841933
KA.金融中介業#中間消費(新台幣百萬元),2013,A,原始值,215879
KA.金融中介業#國內生產毛額(新台幣百萬元),2013,A,原始值,626054
KA.金融中介業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,20638
KA.金融中介業#固定資本消耗(新台幣百萬元),2013,A,原始值,55392
KA.金融中介業#受僱人員報酬(新台幣百萬元),2013,A,原始值,258001
KA.金融中介業#營業盈餘(新台幣百萬元),2013,A,原始值,292023
KB.保險業#生產總額(新台幣百萬元),2013,A,原始值,414975
KB.保險業#中間消費(新台幣百萬元),2013,A,原始值,160557
KB.保險業#國內生產毛額(新台幣百萬元),2013,A,原始值,254418
KB.保險業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,8106
KB.保險業#固定資本消耗(新台幣百萬元),2013,A,原始值,25392
KB.保險業#受僱人員報酬(新台幣百萬元),2013,A,原始值,162430
KB.保險業#營業盈餘(新台幣百萬元),2013,A,原始值,58490
KC.證券期貨及其他金融業#生產總額(新台幣百萬元),2013,A,原始值,154110
KC.證券期貨及其他金融業#中間消費(新台幣百萬元),2013,A,原始值,62062
KC.證券期貨及其他金融業#國內生產毛額(新台幣百萬元),2013,A,原始值,92048
KC.證券期貨及其他金融業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3160
KC.證券期貨及其他金融業#固定資本消耗(新台幣百萬元),2013,A,原始值,11630
KC.證券期貨及其他金融業#受僱人員報酬(新台幣百萬元),2013,A,原始值,57378
KC.證券期貨及其他金融業#營業盈餘(新台幣百萬元),2013,A,原始值,19880
L.不動產及住宅服務業#生產總額(新台幣百萬元),2013,A,原始值,1649595
L.不動產及住宅服務業#中間消費(新台幣百萬元),2013,A,原始值,361306
L.不動產及住宅服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,1288289
L.不動產及住宅服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,48869
L.不動產及住宅服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,169730
L.不動產及住宅服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,61280
L.不動產及住宅服務業#營業盈餘(新台幣百萬元),2013,A,原始值,1008410
LA.不動產業#生產總額(新台幣百萬元),2013,A,原始值,432802
LA.不動產業#中間消費(新台幣百萬元),2013,A,原始值,190823
LA.不動產業#國內生產毛額(新台幣百萬元),2013,A,原始值,241979
LA.不動產業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,4881
LA.不動產業#固定資本消耗(新台幣百萬元),2013,A,原始值,13605
LA.不動產業#受僱人員報酬(新台幣百萬元),2013,A,原始值,61280
LA.不動產業#營業盈餘(新台幣百萬元),2013,A,原始值,162213
LB.住宅服務#生產總額(新台幣百萬元),2013,A,原始值,1216793
LB.住宅服務#中間消費(新台幣百萬元),2013,A,原始值,170483
LB.住宅服務#國內生產毛額(新台幣百萬元),2013,A,原始值,1046310
LB.住宅服務#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,43988
LB.住宅服務#固定資本消耗(新台幣百萬元),2013,A,原始值,156125
LB.住宅服務#受僱人員報酬(新台幣百萬元),2013,A,原始值,0
LB.住宅服務#營業盈餘(新台幣百萬元),2013,A,原始值,846197
M.專業、科學及技術服務業#生產總額(新台幣百萬元),2013,A,原始值,583183
M.專業、科學及技術服務業#中間消費(新台幣百萬元),2013,A,原始值,247676
M.專業、科學及技術服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,335507
M.專業、科學及技術服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3996
M.專業、科學及技術服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,41173
M.專業、科學及技術服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,207372
M.專業、科學及技術服務業#營業盈餘(新台幣百萬元),2013,A,原始值,82966
N.支援服務業#生產總額(新台幣百萬元),2013,A,原始值,319888
N.支援服務業#中間消費(新台幣百萬元),2013,A,原始值,94164
N.支援服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,225724
N.支援服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,3162
N.支援服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,29601
N.支援服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,166395
N.支援服務業#營業盈餘(新台幣百萬元),2013,A,原始值,26566
NA.租賃業#生產總額(新台幣百萬元),2013,A,原始值,74778
NA.租賃業#中間消費(新台幣百萬元),2013,A,原始值,27390
NA.租賃業#國內生產毛額(新台幣百萬元),2013,A,原始值,47388
NA.租賃業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1438
NA.租賃業#固定資本消耗(新台幣百萬元),2013,A,原始值,19813
NA.租賃業#受僱人員報酬(新台幣百萬元),2013,A,原始值,12473
NA.租賃業#營業盈餘(新台幣百萬元),2013,A,原始值,13664
NB.其他支援服務業#生產總額(新台幣百萬元),2013,A,原始值,245110
NB.其他支援服務業#中間消費(新台幣百萬元),2013,A,原始值,66774
NB.其他支援服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,178336
NB.其他支援服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,1724
NB.其他支援服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,9788
NB.其他支援服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,153922
NB.其他支援服務業#營業盈餘(新台幣百萬元),2013,A,原始值,12902
O.公共行政及國防；強制性社會安全#生產總額(新台幣百萬元),2013,A,原始值,1401195
O.公共行政及國防；強制性社會安全#中間消費(新台幣百萬元),2013,A,原始值,338212
O.公共行政及國防；強制性社會安全#國內生產毛額(新台幣百萬元),2013,A,原始值,1062983
O.公共行政及國防；強制性社會安全#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,4960
O.公共行政及國防；強制性社會安全#固定資本消耗(新台幣百萬元),2013,A,原始值,343331
O.公共行政及國防；強制性社會安全#受僱人員報酬(新台幣百萬元),2013,A,原始值,714692
O.公共行政及國防；強制性社會安全#營業盈餘(新台幣百萬元),2013,A,原始值,0
P.教育服務業#生產總額(新台幣百萬元),2013,A,原始值,835679
P.教育服務業#中間消費(新台幣百萬元),2013,A,原始值,149287
P.教育服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,686392
P.教育服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,-11239
P.教育服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,57344
P.教育服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,597794
P.教育服務業#營業盈餘(新台幣百萬元),2013,A,原始值,42493
Q.醫療保健及社會工作服務業#生產總額(新台幣百萬元),2013,A,原始值,730733
Q.醫療保健及社會工作服務業#中間消費(新台幣百萬元),2013,A,原始值,282569
Q.醫療保健及社會工作服務業#國內生產毛額(新台幣百萬元),2013,A,原始值,448164
Q.醫療保健及社會工作服務業#生產及進口稅淨額(新台幣百萬元),2013,A,原始值,-10783
Q.醫療保健及社會工作服務業#固定資本消耗(新台幣百萬元),2013,A,原始值,41643
Q.醫療保健及社會工作服務業#受僱人員報酬(新台幣百萬元),2013,A,原始值,328712
Q.醫療保健及社會工作服務業#營業盈餘(新台幣百萬元),2013,A,原始值,88592
QA.醫療保健服務業#生產總額(新台幣百萬元),2013,A,原始值,674287
