Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
A.農、林、漁、牧業#生產總額(新台幣百萬元),1981,A,原始值,269102
A.農、林、漁、牧業#中間消費(新台幣百萬元),1981,A,原始值,136413
A.農、林、漁、牧業#國內生產毛額(新台幣百萬元),1981,A,原始值,132689
A.農、林、漁、牧業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1481
A.農、林、漁、牧業#固定資本消耗(新台幣百萬元),1981,A,原始值,5601
A.農、林、漁、牧業#受僱人員報酬(新台幣百萬元),1981,A,原始值,41554
A.農、林、漁、牧業#營業盈餘(新台幣百萬元),1981,A,原始值,84053
AA.農耕業#生產總額(新台幣百萬元),1981,A,原始值,120916
AA.農耕業#中間消費(新台幣百萬元),1981,A,原始值,36925
AA.農耕業#國內生產毛額(新台幣百萬元),1981,A,原始值,83991
AA.農耕業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1348
AA.農耕業#固定資本消耗(新台幣百萬元),1981,A,原始值,3328
AA.農耕業#受僱人員報酬(新台幣百萬元),1981,A,原始值,19878
AA.農耕業#營業盈餘(新台幣百萬元),1981,A,原始值,59437
AB.畜牧業#生產總額(新台幣百萬元),1981,A,原始值,84584
AB.畜牧業#中間消費(新台幣百萬元),1981,A,原始值,69573
AB.畜牧業#國內生產毛額(新台幣百萬元),1981,A,原始值,15011
AB.畜牧業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,6
AB.畜牧業#固定資本消耗(新台幣百萬元),1981,A,原始值,23
AB.畜牧業#受僱人員報酬(新台幣百萬元),1981,A,原始值,845
AB.畜牧業#營業盈餘(新台幣百萬元),1981,A,原始值,14137
AC.林業#生產總額(新台幣百萬元),1981,A,原始值,12272
AC.林業#中間消費(新台幣百萬元),1981,A,原始值,3115
AC.林業#國內生產毛額(新台幣百萬元),1981,A,原始值,9157
AC.林業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,-77
AC.林業#固定資本消耗(新台幣百萬元),1981,A,原始值,316
AC.林業#受僱人員報酬(新台幣百萬元),1981,A,原始值,7237
AC.林業#營業盈餘(新台幣百萬元),1981,A,原始值,1681
AD.漁業#生產總額(新台幣百萬元),1981,A,原始值,51330
AD.漁業#中間消費(新台幣百萬元),1981,A,原始值,26800
AD.漁業#國內生產毛額(新台幣百萬元),1981,A,原始值,24530
AD.漁業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,204
AD.漁業#固定資本消耗(新台幣百萬元),1981,A,原始值,1934
AD.漁業#受僱人員報酬(新台幣百萬元),1981,A,原始值,13594
AD.漁業#營業盈餘(新台幣百萬元),1981,A,原始值,8798
B.礦業及土石採取業#生產總額(新台幣百萬元),1981,A,原始值,23129
B.礦業及土石採取業#中間消費(新台幣百萬元),1981,A,原始值,9331
B.礦業及土石採取業#國內生產毛額(新台幣百萬元),1981,A,原始值,13798
B.礦業及土石採取業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,433
B.礦業及土石採取業#固定資本消耗(新台幣百萬元),1981,A,原始值,2291
B.礦業及土石採取業#受僱人員報酬(新台幣百萬元),1981,A,原始值,9329
B.礦業及土石採取業#營業盈餘(新台幣百萬元),1981,A,原始值,1745
C.製造業#生產總額(新台幣百萬元),1981,A,原始值,2472400
C.製造業#中間消費(新台幣百萬元),1981,A,原始值,1882495
C.製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,589905
C.製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,101212
C.製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,68128
C.製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,294451
C.製造業#營業盈餘(新台幣百萬元),1981,A,原始值,126114
CA.食品製造業#生產總額(新台幣百萬元),1981,A,原始值,250092
CA.食品製造業#中間消費(新台幣百萬元),1981,A,原始值,208917
CA.食品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,41175
CA.食品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,14124
CA.食品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,2882
CA.食品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,17018
CA.食品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,7151
CB.飲料及菸草製造業#生產總額(新台幣百萬元),1981,A,原始值,75127
CB.飲料及菸草製造業#中間消費(新台幣百萬元),1981,A,原始值,39693
CB.飲料及菸草製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,35434
CB.飲料及菸草製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,28980
CB.飲料及菸草製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1891
CB.飲料及菸草製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,4730
CB.飲料及菸草製造業#營業盈餘(新台幣百萬元),1981,A,原始值,-167
CC.紡織業#生產總額(新台幣百萬元),1981,A,原始值,241561
CC.紡織業#中間消費(新台幣百萬元),1981,A,原始值,181659
CC.紡織業#國內生產毛額(新台幣百萬元),1981,A,原始值,59902
CC.紡織業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2337
CC.紡織業#固定資本消耗(新台幣百萬元),1981,A,原始值,9940
CC.紡織業#受僱人員報酬(新台幣百萬元),1981,A,原始值,33953
CC.紡織業#營業盈餘(新台幣百萬元),1981,A,原始值,13672
CD.成衣及服飾品製造業#生產總額(新台幣百萬元),1981,A,原始值,127966
CD.成衣及服飾品製造業#中間消費(新台幣百萬元),1981,A,原始值,93831
CD.成衣及服飾品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,34135
CD.成衣及服飾品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,445
CD.成衣及服飾品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,500
CD.成衣及服飾品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,23268
CD.成衣及服飾品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,9922
CE.皮革、毛皮及其製品製造業#生產總額(新台幣百萬元),1981,A,原始值,100531
CE.皮革、毛皮及其製品製造業#中間消費(新台幣百萬元),1981,A,原始值,75616
CE.皮革、毛皮及其製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,24915
CE.皮革、毛皮及其製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,680
CE.皮革、毛皮及其製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1444
CE.皮革、毛皮及其製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,14789
CE.皮革、毛皮及其製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,8002
CF.木竹製品製造業#生產總額(新台幣百萬元),1981,A,原始值,45604
CF.木竹製品製造業#中間消費(新台幣百萬元),1981,A,原始值,34546
CF.木竹製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,11058
CF.木竹製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,825
CF.木竹製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,427
CF.木竹製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5999
CF.木竹製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,3807
CG.紙漿、紙及紙製品製造業#生產總額(新台幣百萬元),1981,A,原始值,72353
CG.紙漿、紙及紙製品製造業#中間消費(新台幣百萬元),1981,A,原始值,53841
CG.紙漿、紙及紙製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,18512
CG.紙漿、紙及紙製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1951
CG.紙漿、紙及紙製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1654
CG.紙漿、紙及紙製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,8919
CG.紙漿、紙及紙製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,5988
CH.印刷及資料儲存媒體複製業#生產總額(新台幣百萬元),1981,A,原始值,23692
CH.印刷及資料儲存媒體複製業#中間消費(新台幣百萬元),1981,A,原始值,15352
CH.印刷及資料儲存媒體複製業#國內生產毛額(新台幣百萬元),1981,A,原始值,8340
CH.印刷及資料儲存媒體複製業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,202
CH.印刷及資料儲存媒體複製業#固定資本消耗(新台幣百萬元),1981,A,原始值,706
CH.印刷及資料儲存媒體複製業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5381
CH.印刷及資料儲存媒體複製業#營業盈餘(新台幣百萬元),1981,A,原始值,2051
CI.石油及煤製品製造業#生產總額(新台幣百萬元),1981,A,原始值,221696
CI.石油及煤製品製造業#中間消費(新台幣百萬元),1981,A,原始值,200069
CI.石油及煤製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,21627
CI.石油及煤製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,15244
CI.石油及煤製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,5121
CI.石油及煤製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3976
CI.石油及煤製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,-2714
CJ.化學材料製造業#生產總額(新台幣百萬元),1981,A,原始值,185191
CJ.化學材料製造業#中間消費(新台幣百萬元),1981,A,原始值,149887
CJ.化學材料製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,35304
CJ.化學材料製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2689
CJ.化學材料製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,8354
CJ.化學材料製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,12384
CJ.化學材料製造業#營業盈餘(新台幣百萬元),1981,A,原始值,11877
CK.化學製品製造業#生產總額(新台幣百萬元),1981,A,原始值,27362
CK.化學製品製造業#中間消費(新台幣百萬元),1981,A,原始值,21924
CK.化學製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,5438
CK.化學製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,975
CK.化學製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,381
CK.化學製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3296
CK.化學製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,786
CL.藥品及醫用化學製品製造業#生產總額(新台幣百萬元),1981,A,原始值,9911
CL.藥品及醫用化學製品製造業#中間消費(新台幣百萬元),1981,A,原始值,7624
CL.藥品及醫用化學製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,2287
CL.藥品及醫用化學製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,551
CL.藥品及醫用化學製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,209
CL.藥品及醫用化學製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,1076
CL.藥品及醫用化學製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,451
CM.橡膠製品製造業#生產總額(新台幣百萬元),1981,A,原始值,23680
CM.橡膠製品製造業#中間消費(新台幣百萬元),1981,A,原始值,17751
CM.橡膠製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,5929
CM.橡膠製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,602
CM.橡膠製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,656
CM.橡膠製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3561
CM.橡膠製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,1110
CN.塑膠製品製造業#生產總額(新台幣百萬元),1981,A,原始值,72928
CN.塑膠製品製造業#中間消費(新台幣百萬元),1981,A,原始值,54545
CN.塑膠製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,18383
CN.塑膠製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,615
CN.塑膠製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,977
CN.塑膠製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,10750
CN.塑膠製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,6041
CO.非金屬礦物製品製造業#生產總額(新台幣百萬元),1981,A,原始值,93983
CO.非金屬礦物製品製造業#中間消費(新台幣百萬元),1981,A,原始值,61793
CO.非金屬礦物製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,32190
CO.非金屬礦物製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,7425
CO.非金屬礦物製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,3863
CO.非金屬礦物製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,13924
CO.非金屬礦物製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,6978
CP.基本金屬製造業#生產總額(新台幣百萬元),1981,A,原始值,142103
CP.基本金屬製造業#中間消費(新台幣百萬元),1981,A,原始值,115521
CP.基本金屬製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,26582
CP.基本金屬製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2119
CP.基本金屬製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,11746
CP.基本金屬製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,12889
CP.基本金屬製造業#營業盈餘(新台幣百萬元),1981,A,原始值,-172
CQ.金屬製品製造業#生產總額(新台幣百萬元),1981,A,原始值,117617
CQ.金屬製品製造業#中間消費(新台幣百萬元),1981,A,原始值,91972
CQ.金屬製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,25645
CQ.金屬製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1425
CQ.金屬製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1821
CQ.金屬製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,15540
CQ.金屬製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,6859
CR.電子零組件製造業#生產總額(新台幣百萬元),1981,A,原始值,75564
CR.電子零組件製造業#中間消費(新台幣百萬元),1981,A,原始值,51282
CR.電子零組件製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,24282
CR.電子零組件製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,585
CR.電子零組件製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,5377
CR.電子零組件製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,11042
CR.電子零組件製造業#營業盈餘(新台幣百萬元),1981,A,原始值,7278
CS.電腦、電子產品及光學製品製造業#生產總額(新台幣百萬元),1981,A,原始值,109047
CS.電腦、電子產品及光學製品製造業#中間消費(新台幣百萬元),1981,A,原始值,83262
CS.電腦、電子產品及光學製品製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,25785
CS.電腦、電子產品及光學製品製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,4386
CS.電腦、電子產品及光學製品製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,2105
CS.電腦、電子產品及光學製品製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,13686
CS.電腦、電子產品及光學製品製造業#營業盈餘(新台幣百萬元),1981,A,原始值,5608
CT.電力設備製造業#生產總額(新台幣百萬元),1981,A,原始值,102108
CT.電力設備製造業#中間消費(新台幣百萬元),1981,A,原始值,76061
CT.電力設備製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,26047
CT.電力設備製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1877
CT.電力設備製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1475
CT.電力設備製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,15062
CT.電力設備製造業#營業盈餘(新台幣百萬元),1981,A,原始值,7633
CU.機械設備製造業#生產總額(新台幣百萬元),1981,A,原始值,67043
CU.機械設備製造業#中間消費(新台幣百萬元),1981,A,原始值,50069
CU.機械設備製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,16974
CU.機械設備製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1025
CU.機械設備製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1816
CU.機械設備製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,11042
CU.機械設備製造業#營業盈餘(新台幣百萬元),1981,A,原始值,3091
CV.汽車及其零件製造業#生產總額(新台幣百萬元),1981,A,原始值,66791
CV.汽車及其零件製造業#中間消費(新台幣百萬元),1981,A,原始值,47061
CV.汽車及其零件製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,19730
CV.汽車及其零件製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,6531
CV.汽車及其零件製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1713
CV.汽車及其零件製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,7385
CV.汽車及其零件製造業#營業盈餘(新台幣百萬元),1981,A,原始值,4101
CW.其他運輸工具及其零件製造業#生產總額(新台幣百萬元),1981,A,原始值,79300
CW.其他運輸工具及其零件製造業#中間消費(新台幣百萬元),1981,A,原始值,57534
CW.其他運輸工具及其零件製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,21766
CW.其他運輸工具及其零件製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,4348
CW.其他運輸工具及其零件製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1380
CW.其他運輸工具及其零件製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,12738
CW.其他運輸工具及其零件製造業#營業盈餘(新台幣百萬元),1981,A,原始值,3300
CX.家具製造業#生產總額(新台幣百萬元),1981,A,原始值,32335
CX.家具製造業#中間消費(新台幣百萬元),1981,A,原始值,24080
CX.家具製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,8255
CX.家具製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,141
CX.家具製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,460
CX.家具製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5948
CX.家具製造業#營業盈餘(新台幣百萬元),1981,A,原始值,1706
CY.其他製造業#生產總額(新台幣百萬元),1981,A,原始值,108815
CY.其他製造業#中間消費(新台幣百萬元),1981,A,原始值,68605
CY.其他製造業#國內生產毛額(新台幣百萬元),1981,A,原始值,40210
CY.其他製造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1130
CY.其他製造業#固定資本消耗(新台幣百萬元),1981,A,原始值,1230
CY.其他製造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,26095
CY.其他製造業#營業盈餘(新台幣百萬元),1981,A,原始值,11755
D.電力及燃氣供應業#生產總額(新台幣百萬元),1981,A,原始值,134772
D.電力及燃氣供應業#中間消費(新台幣百萬元),1981,A,原始值,59047
D.電力及燃氣供應業#國內生產毛額(新台幣百萬元),1981,A,原始值,75725
D.電力及燃氣供應業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1382
D.電力及燃氣供應業#固定資本消耗(新台幣百萬元),1981,A,原始值,23633
D.電力及燃氣供應業#受僱人員報酬(新台幣百萬元),1981,A,原始值,6573
D.電力及燃氣供應業#營業盈餘(新台幣百萬元),1981,A,原始值,44137
DA.電力供應業#生產總額(新台幣百萬元),1981,A,原始值,105671
DA.電力供應業#中間消費(新台幣百萬元),1981,A,原始值,49415
DA.電力供應業#國內生產毛額(新台幣百萬元),1981,A,原始值,56256
DA.電力供應業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1327
DA.電力供應業#固定資本消耗(新台幣百萬元),1981,A,原始值,23604
DA.電力供應業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5970
DA.電力供應業#營業盈餘(新台幣百萬元),1981,A,原始值,25355
DB.氣體燃料供應業#生產總額(新台幣百萬元),1981,A,原始值,29101
DB.氣體燃料供應業#中間消費(新台幣百萬元),1981,A,原始值,9632
DB.氣體燃料供應業#國內生產毛額(新台幣百萬元),1981,A,原始值,19469
DB.氣體燃料供應業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,55
DB.氣體燃料供應業#固定資本消耗(新台幣百萬元),1981,A,原始值,29
DB.氣體燃料供應業#受僱人員報酬(新台幣百萬元),1981,A,原始值,603
DB.氣體燃料供應業#營業盈餘(新台幣百萬元),1981,A,原始值,18782
E.用水供應及污染整治業#生產總額(新台幣百萬元),1981,A,原始值,23459
E.用水供應及污染整治業#中間消費(新台幣百萬元),1981,A,原始值,10079
E.用水供應及污染整治業#國內生產毛額(新台幣百萬元),1981,A,原始值,13380
E.用水供應及污染整治業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,321
E.用水供應及污染整治業#固定資本消耗(新台幣百萬元),1981,A,原始值,948
E.用水供應及污染整治業#受僱人員報酬(新台幣百萬元),1981,A,原始值,2361
E.用水供應及污染整治業#營業盈餘(新台幣百萬元),1981,A,原始值,9750
EA.用水供應業#生產總額(新台幣百萬元),1981,A,原始值,7361
EA.用水供應業#中間消費(新台幣百萬元),1981,A,原始值,3398
EA.用水供應業#國內生產毛額(新台幣百萬元),1981,A,原始值,3963
EA.用水供應業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,79
EA.用水供應業#固定資本消耗(新台幣百萬元),1981,A,原始值,846
EA.用水供應業#受僱人員報酬(新台幣百萬元),1981,A,原始值,1693
EA.用水供應業#營業盈餘(新台幣百萬元),1981,A,原始值,1345
EB.污染整治業#生產總額(新台幣百萬元),1981,A,原始值,16098
EB.污染整治業#中間消費(新台幣百萬元),1981,A,原始值,6681
EB.污染整治業#國內生產毛額(新台幣百萬元),1981,A,原始值,9417
EB.污染整治業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,242
EB.污染整治業#固定資本消耗(新台幣百萬元),1981,A,原始值,102
EB.污染整治業#受僱人員報酬(新台幣百萬元),1981,A,原始值,668
EB.污染整治業#營業盈餘(新台幣百萬元),1981,A,原始值,8405
F.營造業#生產總額(新台幣百萬元),1981,A,原始值,265451
F.營造業#中間消費(新台幣百萬元),1981,A,原始值,167161
F.營造業#國內生產毛額(新台幣百萬元),1981,A,原始值,98290
F.營造業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,4889
F.營造業#固定資本消耗(新台幣百萬元),1981,A,原始值,4273
F.營造業#受僱人員報酬(新台幣百萬元),1981,A,原始值,74289
F.營造業#營業盈餘(新台幣百萬元),1981,A,原始值,14839
G.批發及零售業#生產總額(新台幣百萬元),1981,A,原始值,345211
G.批發及零售業#中間消費(新台幣百萬元),1981,A,原始值,118936
G.批發及零售業#國內生產毛額(新台幣百萬元),1981,A,原始值,226275
G.批發及零售業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,18487
G.批發及零售業#固定資本消耗(新台幣百萬元),1981,A,原始值,7836
G.批發及零售業#受僱人員報酬(新台幣百萬元),1981,A,原始值,100388
G.批發及零售業#營業盈餘(新台幣百萬元),1981,A,原始值,99564
GA.批發業#生產總額(新台幣百萬元),1981,A,原始值,187479
GA.批發業#中間消費(新台幣百萬元),1981,A,原始值,75258
GA.批發業#國內生產毛額(新台幣百萬元),1981,A,原始值,112221
GA.批發業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,8275
GA.批發業#固定資本消耗(新台幣百萬元),1981,A,原始值,4240
GA.批發業#受僱人員報酬(新台幣百萬元),1981,A,原始值,53715
GA.批發業#營業盈餘(新台幣百萬元),1981,A,原始值,45991
GB.零售業#生產總額(新台幣百萬元),1981,A,原始值,157732
GB.零售業#中間消費(新台幣百萬元),1981,A,原始值,43678
GB.零售業#國內生產毛額(新台幣百萬元),1981,A,原始值,114054
GB.零售業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,10212
GB.零售業#固定資本消耗(新台幣百萬元),1981,A,原始值,3596
GB.零售業#受僱人員報酬(新台幣百萬元),1981,A,原始值,46673
GB.零售業#營業盈餘(新台幣百萬元),1981,A,原始值,53573
H.運輸及倉儲業#生產總額(新台幣百萬元),1981,A,原始值,161419
H.運輸及倉儲業#中間消費(新台幣百萬元),1981,A,原始值,84207
H.運輸及倉儲業#國內生產毛額(新台幣百萬元),1981,A,原始值,77212
H.運輸及倉儲業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2349
H.運輸及倉儲業#固定資本消耗(新台幣百萬元),1981,A,原始值,14829
H.運輸及倉儲業#受僱人員報酬(新台幣百萬元),1981,A,原始值,48553
H.運輸及倉儲業#營業盈餘(新台幣百萬元),1981,A,原始值,11481
HA.陸上運輸業#生產總額(新台幣百萬元),1981,A,原始值,88378
HA.陸上運輸業#中間消費(新台幣百萬元),1981,A,原始值,45103
HA.陸上運輸業#國內生產毛額(新台幣百萬元),1981,A,原始值,43275
HA.陸上運輸業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1236
HA.陸上運輸業#固定資本消耗(新台幣百萬元),1981,A,原始值,9330
HA.陸上運輸業#受僱人員報酬(新台幣百萬元),1981,A,原始值,29462
HA.陸上運輸業#營業盈餘(新台幣百萬元),1981,A,原始值,3247
HB.水上運輸業#生產總額(新台幣百萬元),1981,A,原始值,20129
HB.水上運輸業#中間消費(新台幣百萬元),1981,A,原始值,14523
HB.水上運輸業#國內生產毛額(新台幣百萬元),1981,A,原始值,5606
HB.水上運輸業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,91
HB.水上運輸業#固定資本消耗(新台幣百萬元),1981,A,原始值,473
HB.水上運輸業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3178
HB.水上運輸業#營業盈餘(新台幣百萬元),1981,A,原始值,1864
HC.航空運輸業#生產總額(新台幣百萬元),1981,A,原始值,23040
HC.航空運輸業#中間消費(新台幣百萬元),1981,A,原始值,16809
HC.航空運輸業#國內生產毛額(新台幣百萬元),1981,A,原始值,6231
HC.航空運輸業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,181
HC.航空運輸業#固定資本消耗(新台幣百萬元),1981,A,原始值,1467
HC.航空運輸業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3235
HC.航空運輸業#營業盈餘(新台幣百萬元),1981,A,原始值,1348
HD.運輸輔助及倉儲業#生產總額(新台幣百萬元),1981,A,原始值,24913
HD.運輸輔助及倉儲業#中間消費(新台幣百萬元),1981,A,原始值,6292
HD.運輸輔助及倉儲業#國內生產毛額(新台幣百萬元),1981,A,原始值,18621
HD.運輸輔助及倉儲業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,831
HD.運輸輔助及倉儲業#固定資本消耗(新台幣百萬元),1981,A,原始值,3270
HD.運輸輔助及倉儲業#受僱人員報酬(新台幣百萬元),1981,A,原始值,9858
HD.運輸輔助及倉儲業#營業盈餘(新台幣百萬元),1981,A,原始值,4662
HE.郵政及快遞業#生產總額(新台幣百萬元),1981,A,原始值,4959
HE.郵政及快遞業#中間消費(新台幣百萬元),1981,A,原始值,1480
HE.郵政及快遞業#國內生產毛額(新台幣百萬元),1981,A,原始值,3479
HE.郵政及快遞業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,10
HE.郵政及快遞業#固定資本消耗(新台幣百萬元),1981,A,原始值,289
HE.郵政及快遞業#受僱人員報酬(新台幣百萬元),1981,A,原始值,2820
HE.郵政及快遞業#營業盈餘(新台幣百萬元),1981,A,原始值,360
I.住宿及餐飲業#生產總額(新台幣百萬元),1981,A,原始值,28780
I.住宿及餐飲業#中間消費(新台幣百萬元),1981,A,原始值,13232
I.住宿及餐飲業#國內生產毛額(新台幣百萬元),1981,A,原始值,15548
I.住宿及餐飲業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2255
I.住宿及餐飲業#固定資本消耗(新台幣百萬元),1981,A,原始值,326
I.住宿及餐飲業#受僱人員報酬(新台幣百萬元),1981,A,原始值,8070
I.住宿及餐飲業#營業盈餘(新台幣百萬元),1981,A,原始值,4897
IA住宿服務業#生產總額(新台幣百萬元),1981,A,原始值,7360
IA住宿服務業#中間消費(新台幣百萬元),1981,A,原始值,2484
IA住宿服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,4876
IA住宿服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,702
